site_code,site_name,sort_order,latitude,longitude,region,marine_common_season,marine_season_code,target_assemblage,size_mm,count,species
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,106,SU07,pelvetiopsis,18,6,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,106,SU07,pelvetiopsis,19,4,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,106,SU07,pelvetiopsis,20,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,106,SU07,pelvetiopsis,21,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,106,SU07,pelvetiopsis,22,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,106,SU07,pelvetiopsis,23,2,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,106,SU07,pelvetiopsis,4,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,106,SU07,pelvetiopsis,5,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,106,SU07,pelvetiopsis,13,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,106,SU07,pelvetiopsis,18,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,balanus,17,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,balanus,18,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,balanus,19,2,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,balanus,20,3,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,balanus,21,3,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,balanus,24,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,endocladia,8,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,endocladia,10,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,endocladia,11,2,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,endocladia,12,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,endocladia,7,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,endocladia,8,4,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,endocladia,9,7,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,endocladia,10,3,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,endocladia,11,4,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,endocladia,12,6,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,endocladia,13,5,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,endocladia,14,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,endocladia,15,6,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,endocladia,18,3,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,endocladia,19,3,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,endocladia,23,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,mytilus,8,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,mytilus,10,5,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,mytilus,11,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,mytilus,12,4,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,mytilus,13,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,mytilus,14,2,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,mytilus,15,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,mytilus,16,4,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,mytilus,17,8,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,mytilus,18,11,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,mytilus,19,4,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,mytilus,20,5,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,mytilus,21,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,mytilus,22,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,mytilus,24,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,mytilus,7,2,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,mytilus,8,2,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,mytilus,9,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,mytilus,12,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,mytilus,13,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,mytilus,14,4,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,mytilus,16,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,mytilus,18,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,mytilus,19,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,mytilus,23,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,pelvetiopsis,6,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,pelvetiopsis,10,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,pelvetiopsis,13,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,pelvetiopsis,14,2,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,pelvetiopsis,16,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,pelvetiopsis,17,2,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,pelvetiopsis,18,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,110,SU08,pelvetiopsis,22,3,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,balanus,19,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,balanus,20,7,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,balanus,21,2,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,balanus,22,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,endocladia,4,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,endocladia,5,2,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,endocladia,7,2,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,endocladia,12,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,endocladia,19,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,endocladia,21,2,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,endocladia,8,6,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,endocladia,9,6,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,endocladia,10,6,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,endocladia,11,11,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,endocladia,12,2,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,endocladia,13,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,endocladia,14,3,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,endocladia,15,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,endocladia,16,2,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,endocladia,18,2,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,endocladia,19,2,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,mytilus,8,5,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,mytilus,10,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,mytilus,11,3,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,mytilus,12,3,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,mytilus,13,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,mytilus,14,2,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,mytilus,15,4,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,mytilus,16,3,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,mytilus,17,5,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,mytilus,18,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,mytilus,19,3,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,mytilus,20,5,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,mytilus,25,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,mytilus,9,3,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,mytilus,10,4,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,mytilus,11,2,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,mytilus,12,2,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,mytilus,13,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,mytilus,14,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,mytilus,15,3,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,mytilus,16,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,mytilus,22,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,mytilus,24,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,pelvetiopsis,16,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,114,SU09,pelvetiopsis,18,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,balanus,15,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,balanus,16,4,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,balanus,17,4,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,balanus,18,4,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,balanus,19,3,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,balanus,20,3,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,balanus,21,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,balanus,16,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,endocladia,11,2,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,endocladia,18,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,endocladia,8,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,endocladia,9,2,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,endocladia,10,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,endocladia,11,5,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,endocladia,12,3,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,endocladia,13,3,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,endocladia,14,7,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,endocladia,15,6,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,endocladia,16,4,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,endocladia,17,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,endocladia,18,2,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,endocladia,19,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,endocladia,20,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,endocladia,23,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,endocladia,24,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,endocladia,26,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,mytilus,7,2,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,mytilus,8,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,mytilus,9,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,mytilus,10,3,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,mytilus,11,3,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,mytilus,12,2,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,mytilus,13,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,mytilus,14,2,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,mytilus,15,4,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,mytilus,16,8,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,mytilus,17,2,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,mytilus,18,3,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,mytilus,19,3,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,mytilus,20,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,mytilus,10,3,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,mytilus,11,3,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,mytilus,12,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,mytilus,13,3,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,mytilus,15,2,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,mytilus,16,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,mytilus,18,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,mytilus,19,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,pelvetiopsis,15,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,118,SU10,pelvetiopsis,16,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,balanus,15,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,balanus,16,3,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,balanus,17,2,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,balanus,18,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,balanus,19,2,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,balanus,20,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,endocladia,5,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,endocladia,7,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,endocladia,8,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,endocladia,11,6,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,endocladia,12,4,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,endocladia,13,5,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,endocladia,14,4,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,endocladia,15,6,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,endocladia,16,4,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,endocladia,17,4,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,endocladia,18,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,endocladia,19,2,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,endocladia,20,2,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,endocladia,21,2,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,mytilus,9,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,mytilus,10,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,mytilus,11,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,mytilus,12,2,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,mytilus,13,2,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,mytilus,14,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,mytilus,15,2,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,mytilus,17,4,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,mytilus,18,4,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,mytilus,19,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,mytilus,13,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,mytilus,14,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,mytilus,15,3,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,mytilus,16,3,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,mytilus,17,4,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,mytilus,18,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,mytilus,20,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,mytilus,21,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,mytilus,22,1,Tegula funebralis
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,pelvetiopsis,9,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,pelvetiopsis,18,1,Nucella spp
BRN,Burnt Hill,4900,42.22814178,-124.38786,OR,122,SU11,pelvetiopsis,20,1,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,chthamalus/balanus,12,5,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,chthamalus/balanus,13,4,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,chthamalus/balanus,14,7,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,chthamalus/balanus,15,5,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,chthamalus/balanus,16,6,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,chthamalus/balanus,17,4,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,chthamalus/balanus,18,7,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,chthamalus/balanus,20,2,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,chthamalus/balanus,8,1,Tegula funebralis
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,chthamalus/balanus,10,1,Tegula funebralis
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,chthamalus/balanus,11,1,Tegula funebralis
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,chthamalus/balanus,13,2,Tegula funebralis
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,chthamalus/balanus,14,1,Tegula funebralis
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,endocladia,6,1,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,endocladia,7,1,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,endocladia,10,1,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,endocladia,11,1,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,endocladia,12,1,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,endocladia,4,1,Tegula funebralis
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,mytilus,3,1,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,mytilus,6,2,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,mytilus,7,1,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,mytilus,9,4,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,mytilus,10,11,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,mytilus,11,7,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,mytilus,12,10,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,mytilus,13,7,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,mytilus,14,6,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,mytilus,15,5,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,mytilus,16,4,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,mytilus,17,1,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,mytilus,18,1,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,mytilus,19,1,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,mytilus,23,1,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,mytilus,8,1,Tegula funebralis
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,mytilus,10,1,Tegula funebralis
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,mytilus,11,1,Tegula funebralis
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,pelvetiopsis,11,1,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,pelvetiopsis,15,1,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,pelvetiopsis,16,3,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,pelvetiopsis,17,1,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,pelvetiopsis,18,2,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,pelvetiopsis,8,1,Tegula funebralis
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,pelvetiopsis,11,1,Tegula funebralis
END,Enderts,5010,41.68999863,-124.14257,CA North,102,SU06,pelvetiopsis,12,1,Tegula funebralis
END,Enderts,5010,41.68999863,-124.14257,CA North,103,FA06,chthamalus/balanus,5,1,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,103,FA06,chthamalus/balanus,6,3,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,103,FA06,chthamalus/balanus,7,1,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,103,FA06,chthamalus/balanus,8,4,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,103,FA06,chthamalus/balanus,9,1,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,103,FA06,chthamalus/balanus,10,1,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,103,FA06,chthamalus/balanus,11,1,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,103,FA06,chthamalus/balanus,12,1,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,103,FA06,chthamalus/balanus,13,1,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,103,FA06,chthamalus/balanus,14,1,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,103,FA06,chthamalus/balanus,15,4,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,103,FA06,chthamalus/balanus,16,4,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,103,FA06,chthamalus/balanus,17,2,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,103,FA06,chthamalus/balanus,18,2,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,103,FA06,chthamalus/balanus,19,4,Nucella spp
END,Enderts,5010,41.68999863,-124.14257,CA North,103,FA06,chthamalus/balanus,20,3,Nucella spp
