id,species,year,month,total_length_mm,weight_g,sampling_site,lat,lon,protective_regime,proximity_human_settlements,date
879,Patella aspera,1997,2,42.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
880,Patella aspera,1997,2,42.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
881,Patella aspera,1997,2,42.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
896,Patella aspera,1997,2,42.00,"5,94",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
905,Patella aspera,1997,2,42.00,"5,78",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
906,Patella aspera,1997,2,42.00,"6,52",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
917,Patella aspera,1997,2,42.00,"6,19",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33752,Patella candei,1997,2,42.00,"5,41",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33756,Patella candei,1997,2,42.00,"4,62",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33762,Patella candei,1997,2,42.00,"3,66",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33765,Patella candei,1997,2,42.00,"5,27",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33780,Patella candei,1997,2,42.00,"5,08",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33789,Patella candei,1997,2,42.00,"5,22",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33808,Patella candei,1997,2,42.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33809,Patella candei,1997,2,42.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33863,Patella candei,1997,2,42.00,"5,08",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33918,Patella candei,1997,2,42.00,"4,41",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33941,Patella candei,1997,2,42.00,"4,53",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33945,Patella candei,1997,2,42.00,"4,62",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33951,Patella candei,1997,2,42.00,"4,97",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33952,Patella candei,1997,2,42.00,"6,17",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33960,Patella candei,1997,2,42.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33979,Patella candei,1997,2,42.00,"4,37",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33995,Patella candei,1997,2,42.00,"4,25",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34011,Patella candei,1997,2,42.00,"5,29",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34039,Patella candei,1997,2,42.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34053,Patella candei,1997,2,42.00,"4,89",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34136,Patella candei,1997,2,42.00,"5,04",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34143,Patella candei,1997,2,42.00,"4,82",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34147,Patella candei,1997,2,42.00,"4,64",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
666,Patella aspera,1997,2,43.00,"7,66",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
673,Patella aspera,1997,2,43.00,"7,06",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
686,Patella aspera,1997,2,43.00,"5,61",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
711,Patella aspera,1997,2,43.00,"5,13",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
732,Patella aspera,1997,2,43.00,"6,94",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
738,Patella aspera,1997,2,43.00,"4,95",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
754,Patella aspera,1997,2,43.00,"9,3",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
764,Patella aspera,1997,2,43.00,"5,99",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
770,Patella aspera,1997,2,43.00,"8,64",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
772,Patella aspera,1997,2,43.00,"7,33",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
781,Patella aspera,1997,2,43.00,"6,05",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
815,Patella aspera,1997,2,43.00,"8,28",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
822,Patella aspera,1997,2,43.00,"5,95",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
843,Patella aspera,1997,2,43.00,"6,51",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
845,Patella aspera,1997,2,43.00,"6,44",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
848,Patella aspera,1997,2,43.00,"7,14",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
884,Patella aspera,1997,2,43.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
910,Patella aspera,1997,2,43.00,"8,93",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
911,Patella aspera,1997,2,43.00,"6,12",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
912,Patella aspera,1997,2,43.00,"5,89",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
928,Patella aspera,1997,2,43.00,"6,78",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33760,Patella candei,1997,2,43.00,"5,08",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33781,Patella candei,1997,2,43.00,"4,55",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33790,Patella candei,1997,2,43.00,"5,09",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33810,Patella candei,1997,2,43.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33846,Patella candei,1997,2,43.00,"6,79",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33858,Patella candei,1997,2,43.00,"6,20",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33860,Patella candei,1997,2,43.00,"6,33",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33878,Patella candei,1997,2,43.00,"6,62",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33899,Patella candei,1997,2,43.00,"4,56",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33910,Patella candei,1997,2,43.00,"5,65",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33915,Patella candei,1997,2,43.00,"5,25",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33922,Patella candei,1997,2,43.00,"4,82",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33929,Patella candei,1997,2,43.00,"6,30",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33976,Patella candei,1997,2,43.00,"4,83",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33977,Patella candei,1997,2,43.00,"4,44",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33983,Patella candei,1997,2,43.00,"4,51",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33988,Patella candei,1997,2,43.00,"4,40",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33996,Patella candei,1997,2,43.00,"5,46",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34005,Patella candei,1997,2,43.00,"5,49",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34013,Patella candei,1997,2,43.00,"5,69",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34021,Patella candei,1997,2,43.00,"5,26",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34028,Patella candei,1997,2,43.00,"4,64",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34032,Patella candei,1997,2,43.00,"5,60",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34036,Patella candei,1997,2,43.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34043,Patella candei,1997,2,43.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34104,Patella candei,1997,2,43.00,"5,33",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34134,Patella candei,1997,2,43.00,"4,21",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34156,Patella candei,1997,2,43.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
658,Patella aspera,1997,2,44.00,"6,22",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
669,Patella aspera,1997,2,44.00,"7,06",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
670,Patella aspera,1997,2,44.00,"5,54",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
677,Patella aspera,1997,2,44.00,"9,28",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
703,Patella aspera,1997,2,44.00,"6,96",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
751,Patella aspera,1997,2,44.00,"7,34",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
795,Patella aspera,1997,2,44.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
800,Patella aspera,1997,2,44.00,"8,74",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
801,Patella aspera,1997,2,44.00,"7,47",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
803,Patella aspera,1997,2,44.00,"7,05",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
804,Patella aspera,1997,2,44.00,"4,89",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
821,Patella aspera,1997,2,44.00,"11,79",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
833,Patella aspera,1997,2,44.00,"8,2",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
888,Patella aspera,1997,2,44.00,"7,9",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
890,Patella aspera,1997,2,44.00,"8,54",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33759,Patella candei,1997,2,44.00,"7,13",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33768,Patella candei,1997,2,44.00,"4,95",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33776,Patella candei,1997,2,44.00,"5,50",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33798,Patella candei,1997,2,44.00,"5,86",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33814,Patella candei,1997,2,44.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33856,Patella candei,1997,2,44.00,"4,81",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33895,Patella candei,1997,2,44.00,"5,03",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33902,Patella candei,1997,2,44.00,"4,47",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33907,Patella candei,1997,2,44.00,"4,67",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33919,Patella candei,1997,2,44.00,"4,91",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33931,Patella candei,1997,2,44.00,"5,90",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33932,Patella candei,1997,2,44.00,"5,16",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33968,Patella candei,1997,2,44.00,"5,65",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33975,Patella candei,1997,2,44.00,"5,12",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33982,Patella candei,1997,2,44.00,"5,58",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34030,Patella candei,1997,2,44.00,"4,90",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34038,Patella candei,1997,2,44.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34059,Patella candei,1997,2,44.00,"5,89",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34091,Patella candei,1997,2,44.00,"5,84",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34093,Patella candei,1997,2,44.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34103,Patella candei,1997,2,44.00,"7,79",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34124,Patella candei,1997,2,44.00,"6,32",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34137,Patella candei,1997,2,44.00,"5,67",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
672,Patella aspera,1997,2,45.00,"7,46",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
678,Patella aspera,1997,2,45.00,"7,21",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
712,Patella aspera,1997,2,45.00,"5,93",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
734,Patella aspera,1997,2,45.00,"7,96",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
735,Patella aspera,1997,2,45.00,"11,7",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
745,Patella aspera,1997,2,45.00,"8,86",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
747,Patella aspera,1997,2,45.00,"9,03",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
752,Patella aspera,1997,2,45.00,"7,61",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
755,Patella aspera,1997,2,45.00,"5,8",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
767,Patella aspera,1997,2,45.00,"7,66",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
771,Patella aspera,1997,2,45.00,"6,12",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
773,Patella aspera,1997,2,45.00,"6,66",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
792,Patella aspera,1997,2,45.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
802,Patella aspera,1997,2,45.00,"8,2",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
805,Patella aspera,1997,2,45.00,"7,23",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
813,Patella aspera,1997,2,45.00,"8,78",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
849,Patella aspera,1997,2,45.00,"8,41",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
894,Patella aspera,1997,2,45.00,"8,85",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
907,Patella aspera,1997,2,45.00,"10,08",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
923,Patella aspera,1997,2,45.00,"7,36",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
927,Patella aspera,1997,2,45.00,"8,24",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33747,Patella candei,1997,2,45.00,"7,35",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33757,Patella candei,1997,2,45.00,"5,31",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33766,Patella candei,1997,2,45.00,"6,35",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33787,Patella candei,1997,2,45.00,"6,20",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33845,Patella candei,1997,2,45.00,"7,21",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33911,Patella candei,1997,2,45.00,"5,23",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33921,Patella candei,1997,2,45.00,"6,22",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33928,Patella candei,1997,2,45.00,"5,26",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33936,Patella candei,1997,2,45.00,"5,69",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33942,Patella candei,1997,2,45.00,"5,31",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33949,Patella candei,1997,2,45.00,"5,37",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34023,Patella candei,1997,2,45.00,"4,77",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34024,Patella candei,1997,2,45.00,"4,53",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34029,Patella candei,1997,2,45.00,"6,47",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34031,Patella candei,1997,2,45.00,"6,30",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34090,Patella candei,1997,2,45.00,"6,05",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34094,Patella candei,1997,2,45.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34098,Patella candei,1997,2,45.00,"5,64",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34114,Patella candei,1997,2,45.00,"6,51",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34127,Patella candei,1997,2,45.00,"7,07",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34129,Patella candei,1997,2,45.00,"6,51",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34139,Patella candei,1997,2,45.00,"6,10",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34153,Patella candei,1997,2,45.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
657,Patella aspera,1997,2,46.00,"9,69",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
668,Patella aspera,1997,2,46.00,"8,26",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
685,Patella aspera,1997,2,46.00,"7,63",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
697,Patella aspera,1997,2,46.00,"7,26",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
700,Patella aspera,1997,2,46.00,7,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
715,Patella aspera,1997,2,46.00,"7,92",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
740,Patella aspera,1997,2,46.00,"6,46",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
759,Patella aspera,1997,2,46.00,"8,41",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
783,Patella aspera,1997,2,46.00,"6,06",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
807,Patella aspera,1997,2,46.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
808,Patella aspera,1997,2,46.00,"9,87",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
823,Patella aspera,1997,2,46.00,"8,54",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
891,Patella aspera,1997,2,46.00,"9,18",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33744,Patella candei,1997,2,46.00,"6,30",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33745,Patella candei,1997,2,46.00,"5,74",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33751,Patella candei,1997,2,46.00,"5,40",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33753,Patella candei,1997,2,46.00,"5,59",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33761,Patella candei,1997,2,46.00,"5,11",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33769,Patella candei,1997,2,46.00,"5,98",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33788,Patella candei,1997,2,46.00,"8,49",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33795,Patella candei,1997,2,46.00,"6,44",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33835,Patella candei,1997,2,46.00,"6,56",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33842,Patella candei,1997,2,46.00,"7,07",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33843,Patella candei,1997,2,46.00,"6,13",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33868,Patella candei,1997,2,46.00,"5,61",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33871,Patella candei,1997,2,46.00,"6,78",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33874,Patella candei,1997,2,46.00,"6,23",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33875,Patella candei,1997,2,46.00,"6,39",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33898,Patella candei,1997,2,46.00,"6,09",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33940,Patella candei,1997,2,46.00,"5,99",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33943,Patella candei,1997,2,46.00,"5,32",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33953,Patella candei,1997,2,46.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33972,Patella candei,1997,2,46.00,"7,11",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33985,Patella candei,1997,2,46.00,"6,47",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33986,Patella candei,1997,2,46.00,"7,06",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33987,Patella candei,1997,2,46.00,"6,57",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33998,Patella candei,1997,2,46.00,"6,58",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34010,Patella candei,1997,2,46.00,"4,67",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34017,Patella candei,1997,2,46.00,"6,77",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34022,Patella candei,1997,2,46.00,"7,03",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34037,Patella candei,1997,2,46.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34068,Patella candei,1997,2,46.00,"7,22",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34069,Patella candei,1997,2,46.00,"8,81",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34080,Patella candei,1997,2,46.00,"7,49",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34112,Patella candei,1997,2,46.00,"7,26",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34113,Patella candei,1997,2,46.00,"7,29",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34125,Patella candei,1997,2,46.00,"6,14",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34126,Patella candei,1997,2,46.00,"7,96",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34135,Patella candei,1997,2,46.00,"7,45",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34138,Patella candei,1997,2,46.00,"6,32",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34144,Patella candei,1997,2,46.00,"7,12",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
719,Patella aspera,1997,2,47.00,"7,68",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
724,Patella aspera,1997,2,47.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
730,Patella aspera,1997,2,47.00,"6,25",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
731,Patella aspera,1997,2,47.00,"5,86",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
737,Patella aspera,1997,2,47.00,"12,57",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
743,Patella aspera,1997,2,47.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
748,Patella aspera,1997,2,47.00,"8,52",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
794,Patella aspera,1997,2,47.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
883,Patella aspera,1997,2,47.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
889,Patella aspera,1997,2,47.00,"9,17",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
899,Patella aspera,1997,2,47.00,"10,12",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
901,Patella aspera,1997,2,47.00,"9,49",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
916,Patella aspera,1997,2,47.00,"10,69",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33741,Patella candei,1997,2,47.00,"8,13",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33742,Patella candei,1997,2,47.00,"5,72",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33749,Patella candei,1997,2,47.00,"6,29",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33821,Patella candei,1997,2,47.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33865,Patella candei,1997,2,47.00,"6,31",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33877,Patella candei,1997,2,47.00,"5,86",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33883,Patella candei,1997,2,47.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33893,Patella candei,1997,2,47.00,"7,05",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33894,Patella candei,1997,2,47.00,"6,37",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33905,Patella candei,1997,2,47.00,"5,08",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33906,Patella candei,1997,2,47.00,"6,40",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33938,Patella candei,1997,2,47.00,"6,13",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
33954,Patella candei,1997,2,47.00,,Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34054,Patella candei,1997,2,47.00,"7,10",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34057,Patella candei,1997,2,47.00,"7,68",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34058,Patella candei,1997,2,47.00,"7,20",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
34061,Patella candei,1997,2,47.00,"7,98",Porto Moniz,32.86388889,-17.16469444,Full acess,Near,2/1/97
